date,id,content,username,like_count,retweet_count
2023-03-26 17:01:42+00:00,1640036313784000516,"@mathias_schemer @Nesh_maina Diehard iPhone fans like mkbhd even admits Samsung are ahead on photography. IPhone is luxury, no doubt about that but doesn't mean you discredit every other non iPhone phone",kimurgor_duncan,0,0
2023-03-26 16:46:45+00:00,1640032551229329408,@MKBHD It's easy when you don't have an iPhone 3 inches from your face,OkeyDokely,0,0
2023-03-26 15:57:32+00:00,1640020165499711492,"@johnero Isn't the context Sammy vs Apple going by your tweet?
MKBHD did blind camera tests for 3-4 years with over 6 million votes, IPhone has never been in the top 5. It doesn't mean Apple's camera is bad.

Action mode upgrade means they bridged the gap yeah? The gap is still big",CapitalFEMII,0,0
2023-03-26 14:33:43+00:00,1639999074148446209,"Tech-Tuber @MKBHD paints an example of $AAPL “taking back the iPhone” aka deglobalizing it’s reliance on overseas companies for elements of its phone. While simultaneously building the foundations to own patents to license out in the future #TimApple

https://t.co/N9Itw56WAO https://t.co/VL80OTWAyP",Gunny_B__,1,1
2023-03-26 11:12:25+00:00,1639948416498429952,@MKBHD needed your advice. I’ve seen your reviews of both the s23 ultra and 14pro max. I’m used to the iPhone and IOS but it’s primary camera just randomly died on me. I am planning to get the s23 ultra as a secondary phone till the 15 pro max comes out?,raghav_tankha,0,0
2023-03-26 10:46:56+00:00,1639942001180266496,@internetg_tm @Redapplefr @maxvayshia Google pixel 6a which is the list of the pixel 6 line last year beat the iphone 14 pro max in a random camera test done by MKBHD,iamPasQal,1,0
2023-03-26 09:24:40+00:00,1639921296757903360,Skin inspiration from @MKBHD for iPhone 14+,DShivsagar,0,0
2023-03-26 08:22:36+00:00,1639905677622558721,"@Nesh_maina Google pixel beats all of them. Check MKBHD camera test on top tier smartphones, Samsung outperformed Iphone.

https://t.co/JXzziWOa19",works_dennis,4,0
2023-03-26 07:08:56+00:00,1639887139570880512,"Iphone Is The smoothest Saying People should go under water now 🤣
https://t.co/Dbw9HDQ2GZ
@MKBHD @Mrwhosetheboss @GyanTherapy @BadolSayel",tamim_aungan,1,0
2023-03-26 03:56:29+00:00,1639838708064043013,@JahidulAkm @MKBHD Don't you get tired? Lmfao. The S23U does have a better camera system and it's more than just video. And no the iPhone isn't way ahead in video anymore. The S23U leads the iPhone more jn photo than the iPhone leads it in video.,IWearTurtleNeck,1,0
2023-03-26 01:26:16+00:00,1639800903648808962,"@JahidulAkm @AndyH_England @MKBHD Yup, I tried s23u recently, indoor light video still kinda sucks🥲
iPhone is way better in that area",cosmologist123,1,0
2023-03-25 22:42:38+00:00,1639759726761091075,"@CamCovington @DurvidImel @WVFRM @AndyManganelli @MKBHD Yeah I haven't felt haptics that felt bad on flagship-ish phone in awhile, just prefer them off. Even when I had an iphone I wasn't into but you can certainly tell haptics are way better than it used to be",jakefister,0,0
2023-03-25 21:27:21+00:00,1639740781249409024,@MKBHD iPhone aqua confirmed!!!!,YsaiArevalos_,0,0
2023-03-25 20:11:28+00:00,1639721681672601601,@jakefister @WVFRM @AndyManganelli @MKBHD @DurvidImel iPhone taptic keyboard is fantastic,adamtyree,0,0
2023-03-25 18:59:02+00:00,1639703454661722119,@DurvidImel @jakefister @WVFRM @AndyManganelli @MKBHD iPhone haptics are 🤌,CamCovington,0,0
2023-03-25 15:57:05+00:00,1639657665302257666,@JahidulAkm @MKBHD I'm an iPhone user and I'm be the first to tell you that the S23U has the best overall camera system there is. It's video is toe to toe with the iPhone and it's better than the iPhone in low light video,TaylorBrashaad,1,0
2023-03-25 15:54:19+00:00,1639656970167910400,"@AndyH_England @MKBHD Samsung's video recording isn’t that good also.For video,iPhone is way ahead of Android.",JahidulAkm,3,0
2023-03-25 15:27:17+00:00,1639650165396246535,"When @MKBHD said iPhone 14Pro has better camera system cause it has best video quality and photo quality is also decent,Samsung fanboys like him said ""But people takes photo more than Video"".

Now others are taking better photo,but Samsung has better camera system according to",JahidulAkm,23,3
2023-03-25 14:15:19+00:00,1639632053603028993,@jakefister @WVFRM @AndyManganelli @MKBHD @DurvidImel Wait what? I need my haptics to be on all the time. I love it! I have phones with the best haptics and I love that about both the phones (iPhone 14 Pro and pixel 7 pro).,strangebaaza,0,0
2023-03-25 13:49:12+00:00,1639625482512547840,"@DurvidImel @WVFRM @AndyManganelli @MKBHD Tbf I understand the appeal, but even on nice HAPTICS I leave it off. For reference my last phone was an iphone 12 mini and this one is a Zenfone 9 and I just leave it off mostly for battery life. Not sure how big a diff it makes but it's gotta make some right?",jakefister,0,0
2023-03-25 00:00:46+00:00,1639416998529757184,@TheMarkBStewart @MKBHD I doubt it would work with an iPhone much less other non Huawei phones.,sundayadickson,0,0
2023-03-24 23:16:00+00:00,1639405734734491648,"So i just turned on haptics keyboard. iPhone mini 12.... and... i'm never going back. LOVE IT 💗

@MKBHD @AndyManganelli @DurvidImel",DOGGYMOMMYMOM,3,0
2023-03-24 22:12:18+00:00,1639389703739949059,it was a shame on @Apple when my friend made a payment with his $300 Samsung phone with NFC tap n pay and I couldn't with my $900 iPhone 🥲 No NFC PAYMENT support with #iphone in India @SamsungIndia @MKBHD,Sovon_rnb,2,0
